sample	popGrouping	ageAverage
HG01668	modern-EUROPE	0
HG01669	modern-EUROPE	0
HG01670	modern-EUROPE	0
HG01672	modern-EUROPE	0
HG03802	modern-SOUTH_ASIA	0
HG03815	modern-SOUTH_ASIA	0
HG03814	modern-SOUTH_ASIA	0
HG03824	modern-SOUTH_ASIA	0
HG03823	modern-SOUTH_ASIA	0
HG03826	modern-SOUTH_ASIA	0
HG03830	modern-SOUTH_ASIA	0
HG03829	modern-SOUTH_ASIA	0
HG03833	modern-SOUTH_ASIA	0
HG03832	modern-SOUTH_ASIA	0
HG03914	modern-SOUTH_ASIA	0
HG03913	modern-SOUTH_ASIA	0
HG03941	modern-SOUTH_ASIA	0
HG03940	modern-SOUTH_ASIA	0
HG04155	modern-SOUTH_ASIA	0
HG04156	modern-SOUTH_ASIA	0
HG03644	modern-SOUTH_ASIA	0
HG03643	modern-SOUTH_ASIA	0
HG03679	modern-SOUTH_ASIA	0
HG03642	modern-SOUTH_ASIA	0
HG03673	modern-SOUTH_ASIA	0
HG03684	modern-SOUTH_ASIA	0
HG03372	modern-AFRICA	0
HG03499	modern-AFRICA	0
HG03511	modern-AFRICA	0
HG03517	modern-AFRICA	0
HG03518	modern-AFRICA	0
HG03520	modern-AFRICA	0
HG03521	modern-AFRICA	0
HG02493	modern-SOUTH_ASIA	0
HG02494	modern-SOUTH_ASIA	0
HG02648	modern-SOUTH_ASIA	0
HG02649	modern-SOUTH_ASIA	0
HG02651	modern-SOUTH_ASIA	0
HG02652	modern-SOUTH_ASIA	0
HG02681	modern-SOUTH_ASIA	0
HG02682	modern-SOUTH_ASIA	0
HG02690	modern-SOUTH_ASIA	0
HG02691	modern-SOUTH_ASIA	0
HG02699	modern-SOUTH_ASIA	0
HG02700	modern-SOUTH_ASIA	0
HG02736	modern-SOUTH_ASIA	0
HG02737	modern-SOUTH_ASIA	0
HG02774	modern-SOUTH_ASIA	0
HG01673	modern-EUROPE	0
HG01675	modern-EUROPE	0
HG01676	modern-EUROPE	0
HG01678	modern-EUROPE	0
HG01679	modern-EUROPE	0
HG01680	modern-EUROPE	0
HG01682	modern-EUROPE	0
HG01684	modern-EUROPE	0
HG01685	modern-EUROPE	0
HG01686	modern-EUROPE	0
HG01700	modern-EUROPE	0
HG01702	modern-EUROPE	0
HG01704	modern-EUROPE	0
HG01705	modern-EUROPE	0
HG01707	modern-EUROPE	0
HG01708	modern-EUROPE	0
HG02035	modern-EAST_ASIA	0
HG03885	modern-SOUTH_ASIA	0
HG03886	modern-SOUTH_ASIA	0
HG03692	modern-SOUTH_ASIA	0
HG03693	modern-SOUTH_ASIA	0
HG03740	modern-SOUTH_ASIA	0
HG03741	modern-SOUTH_ASIA	0
HG03884	modern-SOUTH_ASIA	0
HG03743	modern-SOUTH_ASIA	0
HG03757	modern-SOUTH_ASIA	0
HG03746	modern-SOUTH_ASIA	0
HG03888	modern-SOUTH_ASIA	0
HG03750	modern-SOUTH_ASIA	0
HG03754	modern-SOUTH_ASIA	0
HG03756	modern-SOUTH_ASIA	0
HG03844	modern-SOUTH_ASIA	0
HG04006	modern-SOUTH_ASIA	0
HG03838	modern-SOUTH_ASIA	0
HG03849	modern-SOUTH_ASIA	0
HG03950	modern-SOUTH_ASIA	0
HG03858	modern-SOUTH_ASIA	0
HG03887	modern-SOUTH_ASIA	0
HG03986	modern-SOUTH_ASIA	0
HG02775	modern-SOUTH_ASIA	0
HG02792	modern-SOUTH_ASIA	0
HG02793	modern-SOUTH_ASIA	0
HG03228	modern-SOUTH_ASIA	0
HG03229	modern-SOUTH_ASIA	0
HG03624	modern-SOUTH_ASIA	0
HG03625	modern-SOUTH_ASIA	0
HG03640	modern-SOUTH_ASIA	0
HG03649	modern-SOUTH_ASIA	0
HG03652	modern-SOUTH_ASIA	0
HG03653	modern-SOUTH_ASIA	0
HG03705	modern-SOUTH_ASIA	0
HG03706	modern-SOUTH_ASIA	0
HG03762	modern-SOUTH_ASIA	0
HG01593	modern-SOUTH_ASIA	0
HG02597	modern-SOUTH_ASIA	0
HG02778	modern-SOUTH_ASIA	0
HG03021	modern-SOUTH_ASIA	0
HG03636	modern-SOUTH_ASIA	0
HG03765	modern-SOUTH_ASIA	0
HG03767	modern-SOUTH_ASIA	0
HG01583	modern-SOUTH_ASIA	0
HG00378	modern-EUROPE	0
HG00379	modern-EUROPE	0
HG00380	modern-EUROPE	0
HG00381	modern-EUROPE	0
HG00382	modern-EUROPE	0
HG00384	modern-EUROPE	0
HG00403	modern-EAST_ASIA	0
HG00404	modern-EAST_ASIA	0
HG02040	modern-EAST_ASIA	0
HG02047	modern-EAST_ASIA	0
HG02061	modern-EAST_ASIA	0
HG02060	modern-EAST_ASIA	0
HG02064	modern-EAST_ASIA	0
HG02067	modern-EAST_ASIA	0
HG02116	modern-EAST_ASIA	0
HG02131	modern-EAST_ASIA	0
HG02130	modern-EAST_ASIA	0
HG02137	modern-EAST_ASIA	0
HG02136	modern-EAST_ASIA	0
HG02512	modern-EAST_ASIA	0
HG02513	modern-EAST_ASIA	0
HG02521	modern-EAST_ASIA	0
HG02522	modern-EAST_ASIA	0
HG02461	modern-AFRICA	0
HG02462	modern-AFRICA	0
HG02464	modern-AFRICA	0
HG02465	modern-AFRICA	0
HG02561	modern-AFRICA	0
HG02562	modern-AFRICA	0
HG02570	modern-AFRICA	0
HG03896	modern-SOUTH_ASIA	0
HG03898	modern-SOUTH_ASIA	0
HG03900	modern-SOUTH_ASIA	0
HG03943	modern-SOUTH_ASIA	0
HG03713	modern-SOUTH_ASIA	0
HG03716	modern-SOUTH_ASIA	0
HG03714	modern-SOUTH_ASIA	0
HG03717	modern-SOUTH_ASIA	0
HG03722	modern-SOUTH_ASIA	0
HG03730	modern-SOUTH_ASIA	0
HG03727	modern-SOUTH_ASIA	0
HG03729	modern-SOUTH_ASIA	0
HG03731	modern-SOUTH_ASIA	0
HG03771	modern-SOUTH_ASIA	0
HG03770	modern-SOUTH_ASIA	0
HG03882	modern-SOUTH_ASIA	0
HG03781	modern-SOUTH_ASIA	0
HG03775	modern-SOUTH_ASIA	0
HG03773	modern-SOUTH_ASIA	0
HG03772	modern-SOUTH_ASIA	0
HG03786	modern-SOUTH_ASIA	0
HG03784	modern-SOUTH_ASIA	0
HG01586	modern-SOUTH_ASIA	0
HG01589	modern-SOUTH_ASIA	0
HG02694	modern-SOUTH_ASIA	0
HG02731	modern-SOUTH_ASIA	0
HG02780	modern-SOUTH_ASIA	0
HG03018	modern-SOUTH_ASIA	0
HG03019	modern-SOUTH_ASIA	0
HG03022	modern-SOUTH_ASIA	0
HG03629	modern-SOUTH_ASIA	0
HG03631	modern-SOUTH_ASIA	0
HG03660	modern-SOUTH_ASIA	0
HG03663	modern-SOUTH_ASIA	0
HG04158	modern-SOUTH_ASIA	0
HG04185	modern-SOUTH_ASIA	0
HG04131	modern-SOUTH_ASIA	0
HG04134	modern-SOUTH_ASIA	0
HG04140	modern-SOUTH_ASIA	0
HG04141	modern-SOUTH_ASIA	0
HG04173	modern-SOUTH_ASIA	0
HG04182	modern-SOUTH_ASIA	0
HG04183	modern-SOUTH_ASIA	0
HG03821	modern-SOUTH_ASIA	0
HG00406	modern-EAST_ASIA	0
HG00407	modern-EAST_ASIA	0
HG00419	modern-EAST_ASIA	0
HG00421	modern-EAST_ASIA	0
HG00422	modern-EAST_ASIA	0
HG00428	modern-EAST_ASIA	0
HG00436	modern-EAST_ASIA	0
HG00437	modern-EAST_ASIA	0
HG00457	modern-EAST_ASIA	0
HG00458	modern-EAST_ASIA	0
HG00472	modern-EAST_ASIA	0
HG00473	modern-EAST_ASIA	0
HG00475	modern-EAST_ASIA	0
HG00476	modern-EAST_ASIA	0
HG00478	modern-EAST_ASIA	0
HG00479	modern-EAST_ASIA	0
HG00500	modern-EAST_ASIA	0
HG00513	modern-EAST_ASIA	0
HG00524	modern-EAST_ASIA	0
HG00525	modern-EAST_ASIA	0
HG00530	modern-EAST_ASIA	0
HG00531	modern-EAST_ASIA	0
HG02571	modern-AFRICA	0
HG02573	modern-AFRICA	0
HG02574	modern-AFRICA	0
HG02582	modern-AFRICA	0
HG02583	modern-AFRICA	0
HG02585	modern-AFRICA	0
HG02586	modern-AFRICA	0
HG02588	modern-AFRICA	0
HG02589	modern-AFRICA	0
HG02594	modern-AFRICA	0
HG02595	modern-AFRICA	0
HG02613	modern-AFRICA	0
HG02614	modern-AFRICA	0
HG02620	modern-AFRICA	0
HG02621	modern-AFRICA	0
HG02623	modern-AFRICA	0
HG02624	modern-AFRICA	0
HG02628	modern-AFRICA	0
HG02629	modern-AFRICA	0
HG02642	modern-AFRICA	0
HG02643	modern-AFRICA	0
HG02645	modern-AFRICA	0
HG03787	modern-SOUTH_ASIA	0
HG03788	modern-SOUTH_ASIA	0
HG03789	modern-SOUTH_ASIA	0
HG03864	modern-SOUTH_ASIA	0
HG03869	modern-SOUTH_ASIA	0
HG03862	modern-SOUTH_ASIA	0
HG03874	modern-SOUTH_ASIA	0
HG03978	modern-SOUTH_ASIA	0
HG03971	modern-SOUTH_ASIA	0
HG03974	modern-SOUTH_ASIA	0
HG03976	modern-SOUTH_ASIA	0
HG03973	modern-SOUTH_ASIA	0
HG04002	modern-SOUTH_ASIA	0
HG04017	modern-SOUTH_ASIA	0
HG04026	modern-SOUTH_ASIA	0
HG03922	modern-SOUTH_ASIA	0
HG04180	modern-SOUTH_ASIA	0
HG03600	modern-SOUTH_ASIA	0
HG03603	modern-SOUTH_ASIA	0
HG03604	modern-SOUTH_ASIA	0
HG03611	modern-SOUTH_ASIA	0
HG03917	modern-SOUTH_ASIA	0
HG03920	modern-SOUTH_ASIA	0
HG04144	modern-SOUTH_ASIA	0
HG04152	modern-SOUTH_ASIA	0
HG04153	modern-SOUTH_ASIA	0
HG04161	modern-SOUTH_ASIA	0
HG04162	modern-SOUTH_ASIA	0
HG04164	modern-SOUTH_ASIA	0
HG04171	modern-SOUTH_ASIA	0
HG04176	modern-SOUTH_ASIA	0
HG04177	modern-SOUTH_ASIA	0
HG04188	modern-SOUTH_ASIA	0
HG04189	modern-SOUTH_ASIA	0
HG04194	modern-SOUTH_ASIA	0
HG04195	modern-SOUTH_ASIA	0
HG03995	modern-SOUTH_ASIA	0
HG00533	modern-EAST_ASIA	0
HG00534	modern-EAST_ASIA	0
HG00536	modern-EAST_ASIA	0
HG00537	modern-EAST_ASIA	0
HG00542	modern-EAST_ASIA	0
HG00543	modern-EAST_ASIA	0
HG00556	modern-EAST_ASIA	0
HG00557	modern-EAST_ASIA	0
HG00559	modern-EAST_ASIA	0
HG00560	modern-EAST_ASIA	0
HG00565	modern-EAST_ASIA	0
HG00566	modern-EAST_ASIA	0
HG00580	modern-EAST_ASIA	0
HG00581	modern-EAST_ASIA	0
HG00583	modern-EAST_ASIA	0
HG00584	modern-EAST_ASIA	0
HG00589	modern-EAST_ASIA	0
HG00590	modern-EAST_ASIA	0
HG00592	modern-EAST_ASIA	0
HG00593	modern-EAST_ASIA	0
HG02017	modern-EAST_ASIA	0
HG02016	modern-EAST_ASIA	0
HG02020	modern-EAST_ASIA	0
HG02019	modern-EAST_ASIA	0
HG02023	modern-EAST_ASIA	0
HG02026	modern-EAST_ASIA	0
HG02025	modern-EAST_ASIA	0
HG02029	modern-EAST_ASIA	0
HG02028	modern-EAST_ASIA	0
HG02058	modern-EAST_ASIA	0
HG02057	modern-EAST_ASIA	0
HG02070	modern-EAST_ASIA	0
HG02069	modern-EAST_ASIA	0
HG02073	modern-EAST_ASIA	0
HG02072	modern-EAST_ASIA	0
HG02076	modern-EAST_ASIA	0
HG02075	modern-EAST_ASIA	0
HG02079	modern-EAST_ASIA	0
HG02078	modern-EAST_ASIA	0
HG02082	modern-EAST_ASIA	0
HG02646	modern-AFRICA	0
HG02666	modern-AFRICA	0
HG02667	modern-AFRICA	0
HG02675	modern-AFRICA	0
HG02676	modern-AFRICA	0
HG02678	modern-AFRICA	0
HG02679	modern-AFRICA	0
HG02702	modern-AFRICA	0
HG02703	modern-AFRICA	0
HG02721	modern-AFRICA	0
HG02722	modern-AFRICA	0
HG02490	modern-SOUTH_ASIA	0
HG02491	modern-SOUTH_ASIA	0
HG02600	modern-SOUTH_ASIA	0
HG02601	modern-SOUTH_ASIA	0
HG02603	modern-SOUTH_ASIA	0
HG02604	modern-SOUTH_ASIA	0
HG02654	modern-SOUTH_ASIA	0
HG02655	modern-SOUTH_ASIA	0
HG02657	modern-SOUTH_ASIA	0
HG02658	modern-SOUTH_ASIA	0
HG02660	modern-SOUTH_ASIA	0
HG03899	modern-SOUTH_ASIA	0
HG03951	modern-SOUTH_ASIA	0
HG03857	modern-SOUTH_ASIA	0
HG03854	modern-SOUTH_ASIA	0
HG04100	modern-SOUTH_ASIA	0
HG04210	modern-SOUTH_ASIA	0
HG04075	modern-SOUTH_ASIA	0
HG04229	modern-SOUTH_ASIA	0
HG04227	modern-SOUTH_ASIA	0
HG03945	modern-SOUTH_ASIA	0
HG03955	modern-SOUTH_ASIA	0
HG03990	modern-SOUTH_ASIA	0
HG03991	modern-SOUTH_ASIA	0
HG03985	modern-SOUTH_ASIA	0
HG03989	modern-SOUTH_ASIA	0
HG03998	modern-SOUTH_ASIA	0
HG04003	modern-SOUTH_ASIA	0
HG04038	modern-SOUTH_ASIA	0
HG04039	modern-SOUTH_ASIA	0
HG04047	modern-SOUTH_ASIA	0
HG04107	modern-SOUTH_ASIA	0
HG04106	modern-SOUTH_ASIA	0
HG00595	modern-EAST_ASIA	0
HG00596	modern-EAST_ASIA	0
HG00607	modern-EAST_ASIA	0
HG00608	modern-EAST_ASIA	0
HG00610	modern-EAST_ASIA	0
HG00611	modern-EAST_ASIA	0
HG00613	modern-EAST_ASIA	0
HG00614	modern-EAST_ASIA	0
HG00619	modern-EAST_ASIA	0
HG00620	modern-EAST_ASIA	0
HG00625	modern-EAST_ASIA	0
HG00626	modern-EAST_ASIA	0
HG00628	modern-EAST_ASIA	0
HG00629	modern-EAST_ASIA	0
HG00634	modern-EAST_ASIA	0
HG00650	modern-EAST_ASIA	0
HG00651	modern-EAST_ASIA	0
HG00653	modern-EAST_ASIA	0
HG02081	modern-EAST_ASIA	0
HG02085	modern-EAST_ASIA	0
HG02084	modern-EAST_ASIA	0
HG02134	modern-EAST_ASIA	0
HG02133	modern-EAST_ASIA	0
HG01841	modern-EAST_ASIA	0
HG01595	modern-EAST_ASIA	0
HG01596	modern-EAST_ASIA	0
HG01597	modern-EAST_ASIA	0
HG01598	modern-EAST_ASIA	0
HG01599	modern-EAST_ASIA	0
HG01600	modern-EAST_ASIA	0
HG01840	modern-EAST_ASIA	0
HG01842	modern-EAST_ASIA	0
HG01843	modern-EAST_ASIA	0
HG01844	modern-EAST_ASIA	0
HG01845	modern-EAST_ASIA	0
HG01846	modern-EAST_ASIA	0
HG01847	modern-EAST_ASIA	0
HG01848	modern-EAST_ASIA	0
HG01849	modern-EAST_ASIA	0
HG01850	modern-EAST_ASIA	0
HG02661	modern-SOUTH_ASIA	0
HG02684	modern-SOUTH_ASIA	0
HG02685	modern-SOUTH_ASIA	0
HG02687	modern-SOUTH_ASIA	0
HG02688	modern-SOUTH_ASIA	0
HG02696	modern-SOUTH_ASIA	0
HG02697	modern-SOUTH_ASIA	0
HG02733	modern-SOUTH_ASIA	0
HG02734	modern-SOUTH_ASIA	0
HG02610	modern-AFRICA	0
HG02611	modern-AFRICA	0
HG02634	modern-AFRICA	0
HG02635	modern-AFRICA	0
HG02715	modern-AFRICA	0
HG02716	modern-AFRICA	0
HG02768	modern-AFRICA	0
HG02769	modern-AFRICA	0
HG02771	modern-AFRICA	0
HG02772	modern-AFRICA	0
HG02798	modern-AFRICA	0
HG02799	modern-AFRICA	0
HG02804	modern-AFRICA	0
HG03774	modern-SOUTH_ASIA	0
HG04001	modern-SOUTH_ASIA	0
HG03866	modern-SOUTH_ASIA	0
HG03969	modern-SOUTH_ASIA	0
HG04023	modern-SOUTH_ASIA	0
HG04060	modern-SOUTH_ASIA	0
HG04090	modern-SOUTH_ASIA	0
HG04056	modern-SOUTH_ASIA	0
HG04054	modern-SOUTH_ASIA	0
HG04061	modern-SOUTH_ASIA	0
HG04062	modern-SOUTH_ASIA	0
HG04059	modern-SOUTH_ASIA	0
HG04076	modern-SOUTH_ASIA	0
HG04080	modern-SOUTH_ASIA	0
HG04094	modern-SOUTH_ASIA	0
HG04096	modern-SOUTH_ASIA	0
HG04098	modern-SOUTH_ASIA	0
HG03778	modern-SOUTH_ASIA	0
HG04209	modern-SOUTH_ASIA	0
HG04198	modern-SOUTH_ASIA	0
HG04200	modern-SOUTH_ASIA	0
HG04206	modern-SOUTH_ASIA	0
HG00654	modern-EAST_ASIA	0
HG00656	modern-EAST_ASIA	0
HG00657	modern-EAST_ASIA	0
HG00662	modern-EAST_ASIA	0
HG00663	modern-EAST_ASIA	0
HG00671	modern-EAST_ASIA	0
HG00672	modern-EAST_ASIA	0
HG00683	modern-EAST_ASIA	0
HG00684	modern-EAST_ASIA	0
HG00689	modern-EAST_ASIA	0
HG00690	modern-EAST_ASIA	0
HG00692	modern-EAST_ASIA	0
HG00693	modern-EAST_ASIA	0
HG00698	modern-EAST_ASIA	0
HG00699	modern-EAST_ASIA	0
HG00701	modern-EAST_ASIA	0
HG00704	modern-EAST_ASIA	0
HG00705	modern-EAST_ASIA	0
HG00707	modern-EAST_ASIA	0
HG00708	modern-EAST_ASIA	0
HG00717	modern-EAST_ASIA	0
HG01851	modern-EAST_ASIA	0
HG01852	modern-EAST_ASIA	0
HG01853	modern-EAST_ASIA	0
HG01855	modern-EAST_ASIA	0
HG01857	modern-EAST_ASIA	0
HG01858	modern-EAST_ASIA	0
HG01859	modern-EAST_ASIA	0
HG01860	modern-EAST_ASIA	0
HG01861	modern-EAST_ASIA	0
HG01862	modern-EAST_ASIA	0
HG01863	modern-EAST_ASIA	0
HG01864	modern-EAST_ASIA	0
HG01865	modern-EAST_ASIA	0
HG01866	modern-EAST_ASIA	0
HG01867	modern-EAST_ASIA	0
HG01868	modern-EAST_ASIA	0
HG01869	modern-EAST_ASIA	0
HG01870	modern-EAST_ASIA	0
HG01871	modern-EAST_ASIA	0
HG01872	modern-EAST_ASIA	0
HG01873	modern-EAST_ASIA	0
HG01874	modern-EAST_ASIA	0
HG02805	modern-AFRICA	0
HG02807	modern-AFRICA	0
HG02808	modern-AFRICA	0
HG02810	modern-AFRICA	0
HG02811	modern-AFRICA	0
HG02813	modern-AFRICA	0
HG02814	modern-AFRICA	0
HG02839	modern-AFRICA	0
HG02840	modern-AFRICA	0
HG02851	modern-AFRICA	0
HG02852	modern-AFRICA	0
HG02887	modern-AFRICA	0
HG02888	modern-AFRICA	0
HG02895	modern-AFRICA	0
HG02896	modern-AFRICA	0
HG03027	modern-AFRICA	0
HG03028	modern-AFRICA	0
HG03039	modern-AFRICA	0
HG03040	modern-AFRICA	0
HG03045	modern-AFRICA	0
HG03046	modern-AFRICA	0
HG03048	modern-AFRICA	0
HG04202	modern-SOUTH_ASIA	0
HG04211	modern-SOUTH_ASIA	0
HG04212	modern-SOUTH_ASIA	0
HG04222	modern-SOUTH_ASIA	0
HG04214	modern-SOUTH_ASIA	0
HG04216	modern-SOUTH_ASIA	0
HG04239	modern-SOUTH_ASIA	0
HG04219	modern-SOUTH_ASIA	0
HG04225	modern-SOUTH_ASIA	0
HG04235	modern-SOUTH_ASIA	0
HG04238	modern-SOUTH_ASIA	0
HG03875	modern-SOUTH_ASIA	0
HG03965	modern-SOUTH_ASIA	0
HG04070	modern-SOUTH_ASIA	0
HG03868	modern-SOUTH_ASIA	0
HG03871	modern-SOUTH_ASIA	0
HG03967	modern-SOUTH_ASIA	0
HG00288	modern-EUROPE	0
HG00290	modern-EUROPE	0
HG00304	modern-EUROPE	0
HG01765	modern-EUROPE	0
HG01766	modern-EUROPE	0
HG01878	modern-EAST_ASIA	0
HG02048	modern-EAST_ASIA	0
HG02049	modern-EAST_ASIA	0
HG02086	modern-EAST_ASIA	0
HG02087	modern-EAST_ASIA	0
HG02088	modern-EAST_ASIA	0
HG02138	modern-EAST_ASIA	0
HG02139	modern-EAST_ASIA	0
HG02140	modern-EAST_ASIA	0
HG02142	modern-EAST_ASIA	0
HG01694	modern-EUROPE	0
HG01695	modern-EUROPE	0
HG01709	modern-EUROPE	0
HG01710	modern-EUROPE	0
HG01747	modern-EUROPE	0
HG01746	modern-EUROPE	0
HG01756	modern-EUROPE	0
HG01757	modern-EUROPE	0
HG01761	modern-EUROPE	0
HG01762	modern-EUROPE	0
HG01771	modern-EUROPE	0
HG01770	modern-EUROPE	0
HG03049	modern-AFRICA	0
HG03258	modern-AFRICA	0
HG03259	modern-AFRICA	0
HG02756	modern-AFRICA	0
HG02757	modern-AFRICA	0
HG02816	modern-AFRICA	0
HG02817	modern-AFRICA	0
HG02836	modern-AFRICA	0
HG02837	modern-AFRICA	0
HG02860	modern-AFRICA	0
HG02861	modern-AFRICA	0
HG02884	modern-AFRICA	0
HG02885	modern-AFRICA	0
HG02890	modern-AFRICA	0
HG02891	modern-AFRICA	0
HG03052	modern-AFRICA	0
HG03057	modern-AFRICA	0
HG03058	modern-AFRICA	0
HG03078	modern-AFRICA	0
HG03084	modern-AFRICA	0
HG03085	modern-AFRICA	0
HG03096	modern-AFRICA	0
HG01767	modern-EUROPE	0
HG01768	modern-EUROPE	0
HG01785	modern-EUROPE	0
HG01786	modern-EUROPE	0
HG02219	modern-EUROPE	0
NA18874	modern-AFRICA	0
NA12830	modern-EUROPE	0
NA12546	modern-EUROPE	0
HG00154	modern-EUROPE	0
HG00246	modern-EUROPE	0
HG00250	modern-EUROPE	0
HG00251	modern-EUROPE	0
HG00274	modern-EUROPE	0
HG00275	modern-EUROPE	0
HG00276	modern-EUROPE	0
HG00277	modern-EUROPE	0
HG00278	modern-EUROPE	0
HG00280	modern-EUROPE	0
HG00281	modern-EUROPE	0
HG00282	modern-EUROPE	0
HG00284	modern-EUROPE	0
HG00285	modern-EUROPE	0
HG00310	modern-EUROPE	0
HG00324	modern-EUROPE	0
HG00325	modern-EUROPE	0
HG00326	modern-EUROPE	0
HG00329	modern-EUROPE	0
HG00330	modern-EUROPE	0
HG01775	modern-EUROPE	0
HG01773	modern-EUROPE	0
HG01777	modern-EUROPE	0
HG01776	modern-EUROPE	0
HG01781	modern-EUROPE	0
HG01779	modern-EUROPE	0
HG00759	modern-EAST_ASIA	0
HG00766	modern-EAST_ASIA	0
HG00844	modern-EAST_ASIA	0
HG00851	modern-EAST_ASIA	0
HG00864	modern-EAST_ASIA	0
HG00867	modern-EAST_ASIA	0
HG00879	modern-EAST_ASIA	0
HG00881	modern-EAST_ASIA	0
HG00956	modern-EAST_ASIA	0
HG00978	modern-EAST_ASIA	0
HG00982	modern-EAST_ASIA	0
HG01028	modern-EAST_ASIA	0
HG01029	modern-EAST_ASIA	0
HG01031	modern-EAST_ASIA	0
HG01046	modern-EAST_ASIA	0
HG01794	modern-EAST_ASIA	0
HG03097	modern-AFRICA	0
HG03397	modern-AFRICA	0
HG03451	modern-AFRICA	0
HG03452	modern-AFRICA	0
HG03464	modern-AFRICA	0
HG03469	modern-AFRICA	0
HG03472	modern-AFRICA	0
HG02923	modern-AFRICA	0
HG02922	modern-AFRICA	0
HG02944	modern-AFRICA	0
HG02943	modern-AFRICA	0
HG02974	modern-AFRICA	0
HG02973	modern-AFRICA	0
HG03100	modern-AFRICA	0
HG03099	modern-AFRICA	0
HG03109	modern-AFRICA	0
HG03108	modern-AFRICA	0
HG03115	modern-AFRICA	0
HG03114	modern-AFRICA	0
HG03121	modern-AFRICA	0
HG03120	modern-AFRICA	0
HG03124	modern-AFRICA	0
HG02408	modern-EAST_ASIA	0
HG02410	modern-EAST_ASIA	0
HG03237	modern-SOUTH_ASIA	0
HG03238	modern-SOUTH_ASIA	0
HG03607	modern-SOUTH_ASIA	0
HG03805	modern-SOUTH_ASIA	0
HG03908	modern-SOUTH_ASIA	0
HG03907	modern-SOUTH_ASIA	0
HG03926	modern-SOUTH_ASIA	0
HG03925	modern-SOUTH_ASIA	0
HG03594	modern-SOUTH_ASIA	0
HG03595	modern-SOUTH_ASIA	0
HG03809	modern-SOUTH_ASIA	0
HG03808	modern-SOUTH_ASIA	0
HG03009	modern-SOUTH_ASIA	0
HG03812	modern-SOUTH_ASIA	0
HG03817	modern-SOUTH_ASIA	0
HG03902	modern-SOUTH_ASIA	0
HG03012	modern-SOUTH_ASIA	0
HG03905	modern-SOUTH_ASIA	0
HG00331	modern-EUROPE	0
HG00332	modern-EUROPE	0
HG00334	modern-EUROPE	0
HG00341	modern-EUROPE	0
HG00383	modern-EUROPE	0
HG01795	modern-EAST_ASIA	0
HG01796	modern-EAST_ASIA	0
HG01797	modern-EAST_ASIA	0
HG01798	modern-EAST_ASIA	0
HG01799	modern-EAST_ASIA	0
HG01800	modern-EAST_ASIA	0
HG01801	modern-EAST_ASIA	0
HG01802	modern-EAST_ASIA	0
HG01804	modern-EAST_ASIA	0
HG01805	modern-EAST_ASIA	0
HG01806	modern-EAST_ASIA	0
HG01807	modern-EAST_ASIA	0
HG01808	modern-EAST_ASIA	0
HG01809	modern-EAST_ASIA	0
HG01810	modern-EAST_ASIA	0
HG01811	modern-EAST_ASIA	0
HG01812	modern-EAST_ASIA	0
HG01813	modern-EAST_ASIA	0
HG02151	modern-EAST_ASIA	0
HG01815	modern-EAST_ASIA	0
HG01816	modern-EAST_ASIA	0
HG01817	modern-EAST_ASIA	0
HG03123	modern-AFRICA	0
HG03133	modern-AFRICA	0
HG03132	modern-AFRICA	0
HG03136	modern-AFRICA	0
HG03135	modern-AFRICA	0
HG02724	modern-SOUTH_ASIA	0
HG02725	modern-SOUTH_ASIA	0
HG02727	modern-SOUTH_ASIA	0
HG02728	modern-SOUTH_ASIA	0
HG02783	modern-SOUTH_ASIA	0
HG02784	modern-SOUTH_ASIA	0
HG02786	modern-SOUTH_ASIA	0
HG02787	modern-SOUTH_ASIA	0
HG02789	modern-SOUTH_ASIA	0
HG02790	modern-SOUTH_ASIA	0
HG00409	modern-EAST_ASIA	0
HG00410	modern-EAST_ASIA	0
HG00598	modern-EAST_ASIA	0
HG00599	modern-EAST_ASIA	0
HG00728	modern-EAST_ASIA	0
HG00729	modern-EAST_ASIA	0
HG00622	modern-EAST_ASIA	0
HG03911	modern-SOUTH_ASIA	0
HG03910	modern-SOUTH_ASIA	0
HG03916	modern-SOUTH_ASIA	0
HG03919	modern-SOUTH_ASIA	0
HG03928	modern-SOUTH_ASIA	0
HG03931	modern-SOUTH_ASIA	0
HG03585	modern-SOUTH_ASIA	0
HG03937	modern-SOUTH_ASIA	0
HG03934	modern-SOUTH_ASIA	0
HG04146	modern-SOUTH_ASIA	0
HG03589	modern-SOUTH_ASIA	0
HG04159	modern-SOUTH_ASIA	0
HG03593	modern-SOUTH_ASIA	0
HG04186	modern-SOUTH_ASIA	0
HG03598	modern-SOUTH_ASIA	0
HG03755	modern-SOUTH_ASIA	0
HG03850	modern-SOUTH_ASIA	0
HG03894	modern-SOUTH_ASIA	0
HG03897	modern-SOUTH_ASIA	0
HG03944	modern-SOUTH_ASIA	0
HG03646	modern-SOUTH_ASIA	0
HG03645	modern-SOUTH_ASIA	0
HG02152	modern-EAST_ASIA	0
HG02153	modern-EAST_ASIA	0
HG02154	modern-EAST_ASIA	0
HG02155	modern-EAST_ASIA	0
HG02156	modern-EAST_ASIA	0
HG02164	modern-EAST_ASIA	0
HG02165	modern-EAST_ASIA	0
HG02166	modern-EAST_ASIA	0
HG02178	modern-EAST_ASIA	0
HG02179	modern-EAST_ASIA	0
HG02180	modern-EAST_ASIA	0
HG02181	modern-EAST_ASIA	0
